WhsAgeReviewTempID,DateTimeEntered,AgeReadingID,FishID,Purpose,Reader,envAlphaID,envNumberID,Reading,ReadingMethod,ReadAge,Readability,EdgeTranslucency,Adj_Inc,MIncrRatio,Length,Sex,Location,CalYear,Area,Month,ImageCode,ImageCode_m,Scale,Otolith1,Otolith1Value,Otolith1Note,Otolith1Arag,Otolith1Debri,Otolith1Missing,Otolith2,Otolith2Value,Otolith2Note,Otolith2Condition,Otolith2Arag,Otolith2Debri,Otolith3,Otolith3Value,Otolith3Note,Otolith3Condition,Otolith3Arag,Otolith3Debri,Otolith3Missing,Project,TaxonCode,CommonName,ScientificName,ComputerCode,ComputerScale,ReviewDate,Sort,ReadersNote,SampleDate,ReadNoNote,AgeReadingTypeID,LocationID,F1stRing,S2ndRing,S2ndLastToLast,LastToEdge,YearEntered,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,R24,R25,R26,R27,R28,R29,R30,R31,R32,R33,R34,R35,R36,R37,R38,R39,R40,R41,R42,R43,R44,R45,R46,R47,R48,R49,R50,R51,R52,R53,R54,R55,R56,R57,R58,R59,R60,R61,R62,R63,R64,R65,R66,R67,R68,R69,R70,R71,R72,R73,R74,R75,R76,R77,R78,R79,R80,R81,R82,R83,R84,R85,R86,R87,R88,R89,R90,R91,R92,R93,R94,R95,R96,R97,R98,R99,R100
12311228,19/09/2017 17:47,155603,6473535,TenPercent, Hayden Schilling,Psa,1202,1,MIncrRingCountOfOtolith,4,3,m,4,0.476288749,67.5,Male,POTTSVILLE,2016,28 Deg. 9 Min. - 29 Deg. Latitude (Zone 1),6,Images/Pom_sal(Psa)_1202_TenP_1_1.jpg,Images/Pom_sal(Psa)_1202_TenP_1_1_m.jpg,112,S ,0.08093,,,,,,,,,,,,,,,,,,RAAM Monitoring 2015/16 [Extra Bio data]                                                                                                                                                                                                                       ,37 334002,Tailor ,Pomatomus saltatrix,Leica M80 microscope (SIMS),,,2,,11/06/2016 0:00,,5120,1680,2.076793255,1.044158448,0.459527973,0.218868004,2017,2.076793255,1.044158448,0.58382256,0.459527973,0.218868004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12311233,19/09/2017 17:49,155652,6485926,TenPercent, Hayden Schilling,Psa,1252,1,MIncrRingCountOfOtolith,2,2,m,2,0.5530236,35.5,Male,BALLINA,2016,28 Deg. 9 Min. - 29 Deg. Latitude (Zone 1),7,Images/Pom_sal(Psa)_1252_TenP_1_1.jpg,Images/Pom_sal(Psa)_1252_TenP_1_1_m.jpg,112,S ,0.02874,,,,,,,,,,,,,,,,,,RAAM Monitoring 2016/17 [Extra Bio data]                                                                                                                                                                                                                       ,37 334002,Tailor ,Pomatomus saltatrix,Leica M80 microscope (SIMS),,,2,,2/07/2016 0:00,,5120,30,2.279317795,0.751886893,0.751886893,0.415811197,2017,2.279317795,0.751886893,0.415811197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12311236,19/09/2017 17:51,155682,6486890,TenPercent, Hayden Schilling,Psa,1282,1,MIncrRingCountOfOtolith,4,2,m,4,0.498623759,57.6,Female,WOLLONGONG,2016,34 Deg. - 35 Deg. Latitude (Zone 7),7,Images/Pom_sal(Psa)_1282_TenP_1_1.jpg,Images/Pom_sal(Psa)_1282_TenP_1_1_m.jpg,112,S ,0.06554,,,,,,,,,,,,,,,,,,RAAM Monitoring 2016/17 [Extra Bio data]                                                                                                                                                                                                                       ,37 334002,Tailor ,Pomatomus saltatrix,Leica M80 microscope (SIMS),,,2,,28/07/2016 0:00,,5120,650,2.458267381,0.869127606,0.3581286,0.178571429,2017,2.458267381,0.869127606,0.308838871,0.3581286,0.178571429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12311237,19/09/2017 17:51,155692,6486867,TenPercent, Hayden Schilling,Psa,1292,1,MIncrRingCountOfOtolith,0,3,m,0,,30.6,Male,TWEED HEADS,2016,28 Deg. 9 Min. - 29 Deg. Latitude (Zone 1),5,Images/Pom_sal(Psa)_1292_TenP_1_1.jpg,Images/Pom_sal(Psa)_1292_TenP_1_1_m.jpg,112,S ,0.02426,,,,,,,,,,,,,,,,,,RAAM Monitoring 2015/16 [Extra Bio data]                                                                                                                                                                                                                       ,37 334002,Tailor ,Pomatomus saltatrix,Leica M80 microscope (SIMS),,,2,,28/05/2016 0:00,,5120,1240,0.257539377,,,0.257539377,2017,0.257539377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12311247,20/09/2017 15:45,155792,6515624,TenPercent, Hayden Schilling,Psa,1392,1,MIncrRingCountOfOtolith,2,3,m,2,0.495285597,42.9,Female,BALLINA,2016,28 Deg. 9 Min. - 29 Deg. Latitude (Zone 1),5,Images/Pom_sal(Psa)_1392_TenP_1_1.jpg,Images/Pom_sal(Psa)_1392_TenP_1_1_m.jpg,112,S ,0.04126,,,,,,,,,,,,,,,,,,RAAM Monitoring 2015/16 [Extra Bio data]                                                                                                                                                                                                                       ,37 334002,Tailor ,Pomatomus saltatrix,Leica M80 microscope (SIMS),,,2,,20/05/2016 0:00,,5120,30,2.695844676,0.859946349,0.859946349,0.425919041,2017,2.695844676,0.859946349,0.425919041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12311261,20/09/2017 15:54,155947,6539630,TenPercent, Hayden Schilling,Psa,1532,1,MIncrRingCountOfOtolith,2,3,m,2,0.23687274,35.7,Female,FORSTER,2016,32 Deg. - 33 Deg. Latitude (Zone 5),8,Images/Pom_sal(Psa)_1532_TenP_1_1.jpg,Images/Pom_sal(Psa)_1532_TenP_1_1_m.jpg,112,S ,0.02943,,,,,,,,,,,,,,,,,,RAAM Monitoring 2016/17 [Extra Bio data]                                                                                                                                                                                                                       ,37 334002,Tailor ,Pomatomus saltatrix,Leica M80 microscope (SIMS),,,2,,28/08/2016 0:00,,5120,1190,1.861752882,1.457492104,1.457492104,0.345240148,2017,1.861752882,1.457492104,0.345240148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12311284,20/09/2017 16:06,156183,6563984,TenPercent, Hayden Schilling,Psa,1762,1,MIncrRingCountOfOtolith,1,2,m,1,0.1628577,29.7,Female,PORT MACQUARIE,2017,31 Deg. - 32 Deg. Latitude (Zone 4),5,Images/Pom_sal(Psa)_1762_TenP_1_1.jpg,Images/Pom_sal(Psa)_1762_TenP_1_1_m.jpg,112,S ,0.02134,,,,,,,,,,,,,,,,,,RAAM Monitoring 2016/17 [Extra Bio data]                                                                                                                                                                                                                       ,37 334002,Tailor ,Pomatomus saltatrix,Leica M80 microscope (SIMS),,,2,,27/05/2017 0:00,,5120,240,2.52057857,0.410495629,2.52057857,0.410495629,2017,2.52057857,0.410495629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12311287,20/09/2017 16:08,156226,6568662,TenPercent, Hayden Schilling,Psa,1792,1,MIncrRingCountOfOtolith,1,2,m,1,0.182788574,27.2,Male,PORT MACQUARIE,2017,31 Deg. - 32 Deg. Latitude (Zone 4),5,Images/Pom_sal(Psa)_1792_TenP_1_1.jpg,Images/Pom_sal(Psa)_1792_TenP_1_1_m.jpg,112,S ,0.02056,,,,,,,,,,,,,,,,,,RAAM Monitoring 2016/17 [Extra Bio data]                                                                                                                                                                                                                       ,37 334002,Tailor ,Pomatomus saltatrix,Leica M80 microscope (SIMS),,,2,,19/05/2017 0:00,,5120,240,2.348253696,0.429233946,2.348253696,0.429233946,2017,2.348253696,0.429233946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12311293,20/09/2017 16:10,156286,6568900,TenPercent, Hayden Schilling,Psa,1852,1,MIncrRingCountOfOtolith,2,3,m,2,0.466144699,34.9,Male,BALLINA,2017,28 Deg. 9 Min. - 29 Deg. Latitude (Zone 1),1,Images/Pom_sal(Psa)_1852_TenP_1_1.jpg,Images/Pom_sal(Psa)_1852_TenP_1_1_m.jpg,112,S ,0.02713,,,,,,,,,,,,,,,,,,RAAM Monitoring 2016/17 [Extra Bio data]                                                                                                                                                                                                                       ,37 334002,Tailor ,Pomatomus saltatrix,Leica M80 microscope (SIMS),,,2,,7/01/2017 0:00,,5120,30,2.251295624,0.793340604,0.793340604,0.369811517,2017,2.251295624,0.793340604,0.369811517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12311297,20/09/2017 16:12,156326,6569065,TenPercent, Hayden Schilling,Psa,1892,1,MIncrRingCountOfOtolith,0,2,m,0,,9.7,Unknown,SYDNEY HARBOUR,2016,"Sydney Harbour, Parramatta River",3,Images/Pom_sal(Psa)_1892_TenP_1_1.jpg,Images/Pom_sal(Psa)_1892_TenP_1_1_m.jpg,112,S ,,,,,,,,,,,,,,,,,,,RAAM Monitoring 2015/16 [Extra Bio data]                                                                                                                                                                                                                       ,37 334002,Tailor ,Pomatomus saltatrix,Leica M80 microscope (SIMS),,,2,,29/03/2016 0:00,,5120,600,1.57147628,,,1.57147628,2017,1.57147628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12311298,20/09/2017 16:13,156336,6569075,TenPercent, Hayden Schilling,Psa,1902,1,MIncrRingCountOfOtolith,0,2,m,0,,8.2,Unknown,SYDNEY HARBOUR,2016,"Sydney Harbour, Parramatta River",3,Images/Pom_sal(Psa)_1902_TenP_1_1.jpg,Images/Pom_sal(Psa)_1902_TenP_1_1_m.jpg,112,S ,,,,,,,,,,,,,,,,,,,RAAM Monitoring 2015/16 [Extra Bio data]                                                                                                                                                                                                                       ,37 334002,Tailor ,Pomatomus saltatrix,Leica M80 microscope (SIMS),,,2,,29/03/2016 0:00,,5120,600,1.367955154,,,1.367955154,2017,1.367955154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12311152,19/09/2017 12:52,154810,6468102,TenPercent, Hayden Schilling,Psa,442,1,MIncrRingCountOfOtolith,2,3,n,2,0.505258397,30.4,Male,PORT JACKSON,2015,"Sydney Harbour, Parramatta River",11,Images/Pom_sal(Psa)_442_TenP_1_1.jpg,Images/Pom_sal(Psa)_442_TenP_1_1_m.jpg,112,S ,,,,,,,,,,,,,,,,,,,RAAM Monitoring 2015/16 [Extra Bio data]                                                                                                                                                                                                                       ,37 334002,Tailor ,Pomatomus saltatrix,Leica M80 microscope (SIMS),,,2,,10/11/2015 0:00,,5120,610,2.537168234,0.316986278,0.316986278,0.160159979,2017,2.537168234,0.316986278,0.160159979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12311161,19/09/2017 16:16,154898,6468227,TenPercent, Hayden Schilling,Psa,532,1,MIncrRingCountOfOtolith,0,2,n,0,,5.3,Unknown,JERVIS BAY,2015,Jervis Bay,10,Images/Pom_sal(Psa)_532_TenP_1_1.jpg,Images/Pom_sal(Psa)_532_TenP_1_1_m.jpg,112,S ,0.00096,,,,,,,,,,,,,,,,,,RAAM Monitoring 2015/16 [Extra Bio data]                                                                                                                                                                                                                       ,37 334002,Tailor ,Pomatomus saltatrix,Leica M80 microscope (SIMS),,,2,,15/10/2015 0:00,,5120,800,0.873270724,,,0.873270724,2017,0.873270724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12311162,19/09/2017 16:17,154908,6468237,TenPercent, Hayden Schilling,Psa,542,1,MIncrRingCountOfOtolith,0,2,n,0,,4.5,Unknown,JERVIS BAY,2015,Jervis Bay,10,Images/Pom_sal(Psa)_542_TenP_1_1.jpg,Images/Pom_sal(Psa)_542_TenP_1_1_m.jpg,112,S ,0.00073,,,,,,,,,,,,,,,,,,RAAM Monitoring 2015/16 [Extra Bio data]                                                                                                                                                                                                                       ,37 334002,Tailor ,Pomatomus saltatrix,Leica M80 microscope (SIMS),,,2,,15/10/2015 0:00,,5120,800,0.8083023,,,0.8083023,2017,0.8083023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12311165,19/09/2017 16:19,154935,6468259,TenPercent, Hayden Schilling,Psa,572,1,MIncrRingCountOfOtolith,1,2,n,1,0.088999862,26.6,Female,,2015,unknown,12,Images/Pom_sal(Psa)_572_TenP_1_1.jpg,Images/Pom_sal(Psa)_572_TenP_1_1_m.jpg,112,S ,0.01986,,,,,,,,,,,,,,,,,,RAAM Monitoring 2015/16 [Bio data]                                                                                                                                                                                                                             ,37 334002,Tailor ,Pomatomus saltatrix,Leica M80 microscope (SIMS),,,2,,17/12/2015 0:00,,5120,,2.933559438,0.261086384,2.933559438,0.261086384,2017,2.933559438,0.261086384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12311167,19/09/2017 16:21,154955,6468278,TenPercent, Hayden Schilling,Psa,592,1,MIncrRingCountOfOtolith,1,3,n,1,0.064054777,29,Female,PORT HACKING,2015,Port Hacking,12,Images/Pom_sal(Psa)_592_TenP_1_1.jpg,Images/Pom_sal(Psa)_592_TenP_1_1_m.jpg,112,S ,0.02075,,,,,,,,,,,,,,,,,,RAAM Monitoring 2015/16 [Extra Bio data]                                                                                                                                                                                                                       ,37 334002,Tailor ,Pomatomus saltatrix,Leica M80 microscope (SIMS),,,2,,22/12/2015 0:00,,5120,1040,3.09324675,0.198137229,3.09324675,0.198137229,2017,3.09324675,0.198137229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12311181,19/09/2017 16:39,155099,6468350,TenPercent, Hayden Schilling,Psa,732,1,MIncrRingCountOfOtolith,1,3,n,1,0.138294433,17.6,Unknown,Clyde River,2016,"Batemans Bay, Clyde River",2,Images/Pom_sal(Psa)_732_TenP_1_1.jpg,Images/Pom_sal(Psa)_732_TenP_1_1_m.jpg,112,S ,0.00869,,,,,,,,,,,,,,,,,,RAAM Monitoring 2015/16 [Extra Bio data]                                                                                                                                                                                                                       ,37 334002,Tailor ,Pomatomus saltatrix,Leica M80 microscope (SIMS),,,2,,15/02/2016 0:00,,5120,2490,2.083875967,0.288188444,2.083875967,0.288188444,2017,2.083875967,0.288188444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12311209,19/09/2017 17:28,155378,6472643,TenPercent, Hayden Schilling,Psa,1012,1,MIncrRingCountOfOtolith,1,2,n,1,0.099292963,33.9,Female,BALLINA,2016,28 Deg. 9 Min. - 29 Deg. Latitude (Zone 1),3,Images/Pom_sal(Psa)_1012_TenP_1_1.jpg,Images/Pom_sal(Psa)_1012_TenP_1_1_m.jpg,112,S ,0.02595,,,,,,,,,,,,,,,,,,RAAM Monitoring 2015/16 [Extra Bio data]                                                                                                                                                                                                                       ,37 334002,Tailor ,Pomatomus saltatrix,Leica M80 microscope (SIMS),,,2,,5/03/2016 0:00,,5120,30,2.849821299,0.2829672,2.849821299,0.2829672,2017,2.849821299,0.2829672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12311254,20/09/2017 15:49,155877,6519160,TenPercent, Hayden Schilling,Psa,1462,1,MIncrRingCountOfOtolith,2,2,n,2,0.289572314,27.9,Female,BERMAGUI,2016,36 Deg. - 37 Deg. Latitude (Zone 9),12,Images/Pom_sal(Psa)_1462_TenP_1_1.jpg,Images/Pom_sal(Psa)_1462_TenP_1_1_m.jpg,112,S ,0.0234,,,,,,,,,,,,,,,,,,RAAM Monitoring 2016/17 [Extra Bio data]                                                                                                                                                                                                                       ,37 334002,Tailor ,Pomatomus saltatrix,Leica M80 microscope (SIMS),,,2,,8/12/2016 0:00,,5120,980,2.497304428,0.772429264,0.772429264,0.22367413,2017,2.497304428,0.772429264,0.22367413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12311272,20/09/2017 15:59,156063,6541370,TenPercent, Hayden Schilling,Psa,1642,1,MIncrRingCountOfOtolith,2,2,n,2,0.574987687,29.3,Male,BALLINA,2016,28 Deg. 9 Min. - 29 Deg. Latitude (Zone 1),12,Images/Pom_sal(Psa)_1642_TenP_1_1.jpg,Images/Pom_sal(Psa)_1642_TenP_1_1_m.jpg,112,S ,0.02106,,,,,,,,,,,,,,,,,,RAAM Monitoring 2016/17 [Extra Bio data]                                                                                                                                                                                                                       ,37 334002,Tailor ,Pomatomus saltatrix,Leica M80 microscope (SIMS),,,2,,29/12/2016 0:00,,5120,30,2.361503602,0.511350752,0.511350752,0.294020386,2017,2.361503602,0.511350752,0.294020386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12311273,20/09/2017 16:00,156073,6541380,TenPercent, Hayden Schilling,Psa,1652,1,MIncrRingCountOfOtolith,2,2,n,2,0.241613072,36.9,Male,BALLINA,2017,28 Deg. 9 Min. - 29 Deg. Latitude (Zone 1),1,Images/Pom_sal(Psa)_1652_TenP_1_1.jpg,Images/Pom_sal(Psa)_1652_TenP_1_1_m.jpg,112,S ,0.03243,,,,,,,,,,,,,,,,,,RAAM Monitoring 2016/17 [Extra Bio data]                                                                                                                                                                                                                       ,37 334002,Tailor ,Pomatomus saltatrix,Leica M80 microscope (SIMS),,,2,,9/01/2017 0:00,,5120,30,2.220106437,1.057915513,1.057915513,0.255606217,2017,2.220106437,1.057915513,0.255606217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12311275,20/09/2017 16:02,156093,6541400,TenPercent, Hayden Schilling,Psa,1672,1,MIncrRingCountOfOtolith,1,2,n,1,0.092319067,31.5,Male,BALLINA,2017,28 Deg. 9 Min. - 29 Deg. Latitude (Zone 1),1,Images/Pom_sal(Psa)_1672_TenP_1_1.jpg,Images/Pom_sal(Psa)_1672_TenP_1_1_m.jpg,112,S ,0.02266,,,,,,,,,,,,,,,,,,RAAM Monitoring 2016/17 [Extra Bio data]                                                                                                                                                                                                                       ,37 334002,Tailor ,Pomatomus saltatrix,Leica M80 microscope (SIMS),,,2,,9/01/2017 0:00,,5120,30,3.100202281,0.286207783,3.100202281,0.286207783,2017,3.100202281,0.286207783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12311276,20/09/2017 16:02,156103,6541410,TenPercent, Hayden Schilling,Psa,1682,1,MIncrRingCountOfOtolith,1,2,n,1,0.171509487,32.5,Female,BALLINA,2017,28 Deg. 9 Min. - 29 Deg. Latitude (Zone 1),1,Images/Pom_sal(Psa)_1682_TenP_1_1.jpg,Images/Pom_sal(Psa)_1682_TenP_1_1_m.jpg,112,S ,0.02348,,,,,,,,,,,,,,,,,,RAAM Monitoring 2016/17 [Extra Bio data]                                                                                                                                                                                                                       ,37 334002,Tailor ,Pomatomus saltatrix,Leica M80 microscope (SIMS),,,2,,24/01/2017 0:00,,5120,30,0.847253382,0.145311993,0.847253382,0.145311993,2017,0.847253382,0.145311993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12311294,20/09/2017 16:11,156296,6568910,TenPercent, Hayden Schilling,Psa,1862,1,MIncrRingCountOfOtolith,2,3,n,2,0.532471535,36.8,Female,BALLINA,2017,28 Deg. 9 Min. - 29 Deg. Latitude (Zone 1),1,Images/Pom_sal(Psa)_1862_TenP_1_1.jpg,Images/Pom_sal(Psa)_1862_TenP_1_1_m.jpg,112,S ,0.02868,,,,,,,,,,,,,,,,,,RAAM Monitoring 2016/17 [Extra Bio data]                                                                                                                                                                                                                       ,37 334002,Tailor ,Pomatomus saltatrix,Leica M80 microscope (SIMS),,,2,,7/01/2017 0:00,,5120,30,2.330960391,0.693445994,0.693445994,0.369240253,2017,2.330960391,0.693445994,0.369240253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12311253,20/09/2017 15:48,155867,6519173,TenPercent, Hayden Schilling,Psa,1452,1,MIncrRingCountOfOtolith,2,3,o,3,1.447350918,38.4,Female,COFFS HARBOUR,2016,30 Deg. - 31 Deg. Latitude (Zone 3),8,Images/Pom_sal(Psa)_1452_TenP_1_1.jpg,Images/Pom_sal(Psa)_1452_TenP_1_1_m.jpg,112,S ,0.04308,,,,,,,,,,,,,,,,,,RAAM Monitoring 2016/17 [Extra Bio data]                                                                                                                                                                                                                       ,37 334002,Tailor ,Pomatomus saltatrix,Leica M80 microscope (SIMS),,,2,,16/08/2016 0:00,,5120,120,2.50410485,0.567952348,0.567952348,0.822026353,2017,2.50410485,0.567952348,0.822026353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12311260,20/09/2017 15:53,155937,6539620,TenPercent, Hayden Schilling,Psa,1522,1,MIncrRingCountOfOtolith,1,3,o,2,0.540291719,28.2,Female,FORSTER,2016,32 Deg. - 33 Deg. Latitude (Zone 5),11,Images/Pom_sal(Psa)_1522_TenP_1_1.jpg,Images/Pom_sal(Psa)_1522_TenP_1_1_m.jpg,112,S ,0.0247,,,,,,,,,,,,,,,,,,RAAM Monitoring 2016/17 [Extra Bio data]                                                                                                                                                                                                                       ,37 334002,Tailor ,Pomatomus saltatrix,Leica M80 microscope (SIMS),,,2,,20/11/2016 0:00,,5120,1190,2.193228101,1.184982981,2.193228101,1.184982981,2017,2.193228101,1.184982981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12311277,20/09/2017 16:03,156113,6541420,TenPercent, Hayden Schilling,Psa,1692,1,MIncrRingCountOfOtolith,1,3,o,2,0.5890421,28.6,Male,BALLINA,2017,28 Deg. 9 Min. - 29 Deg. Latitude (Zone 1),1,Images/Pom_sal(Psa)_1692_TenP_1_1.jpg,Images/Pom_sal(Psa)_1692_TenP_1_1_m.jpg,112,S ,0.02177,,,,,,,,,,,,,,,,,,RAAM Monitoring 2016/17 [Extra Bio data]                                                                                                                                                                                                                       ,37 334002,Tailor ,Pomatomus saltatrix,Leica M80 microscope (SIMS),,,2,,24/01/2017 0:00,,5120,30,1.754577266,1.033519877,1.754577266,1.033519877,2017,1.754577266,1.033519877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12311109,19/09/2017 11:58,154338,6255094,TenPercent, Hayden Schilling,Psa,2,1,MIncrRingCountOfOtolith,1,2,w,1,0.24944054,28.1,Female,SYDNEY,2014,33 Deg. - 34 Deg. Latitude (Zone 6),9,Images/Pom_sal(Psa)_2_TenP_1_1.jpg,Images/Pom_sal(Psa)_2_TenP_1_1_m.jpg,112,S ,,,,,,,,,,,,,,,,,,,RAAM Monitoring 2014/15 [Bio data]                                                                                                                                                                                                                             ,37 334002,Tailor ,Pomatomus saltatrix,Leica M80 microscope (SIMS),,,2,,2/09/2014 0:00,,5120,620,2.628390452,0.655627134,2.628390452,0.655627134,2017,2.628390452,0.655627134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12311111,19/09/2017 11:59,154357,6282618,TenPercent, Hayden Schilling,Psa,22,1,MIncrRingCountOfOtolith,3,2,w,3,0.712184355,54.3,Male,CURRARONG,2014,35 Deg. - 36 Deg. Latitude (Zone 8),10,Images/Pom_sal(Psa)_22_TenP_1_1.jpg,Images/Pom_sal(Psa)_22_TenP_1_1_m.jpg,112,S ,0.05031,,,,,,,,,,,,,,,,,,RAAM Monitoring 2014/15 [Bio data]                                                                                                                                                                                                                             ,37 334002,Tailor ,Pomatomus saltatrix,Leica M80 microscope (SIMS),,,2,,16/10/2014 0:00,,5120,1150,2.506929879,0.841800521,0.665492961,0.473953675,2017,2.506929879,0.841800521,0.665492961,0.473953675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12311112,19/09/2017 12:00,154367,6443204,TenPercent, Hayden Schilling,Psa,32,1,MIncrRingCountOfOtolith,0,2,w,0,,14,Unknown,SYDNEY HARBOUR,2015,"Sydney Harbour, Parramatta River",1,Images/Pom_sal(Psa)_32_TenP_1_1.jpg,Images/Pom_sal(Psa)_32_TenP_1_1_m.jpg,112,S ,0.00689,,,,,,,,,,,,,,,,,,RAAM Monitoring 2014/15 [Extra Bio data]                                                                                                                                                                                                                       ,37 334002,Tailor ,Pomatomus saltatrix,Leica M80 microscope (SIMS),,,2,,30/01/2015 0:00,,5120,600,1.981915617,,,1.981915617,2017,1.981915617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
