Date.Caught,Estuary.Region,Sex,FL..cm.,FL..mm.,TL..cm.,Body.Wet.Weight..g.,ID,ReadAge,Readability,EdgeTranslucency,MIncrRatio,Adj_Inc,Capture.Month,AgeClass,AgeGroup,Months,State,,
28/04/2016,Hunter River,U,20.8,208,23.3,115.49,1478,0,2,w,NA,0,4,0,1,NA,NSW,,
28/04/2016,Hunter River,U,20.5,205,22.9,111.4,1480,0,3,w,NA,0,4,0,1,NA,NSW,,
28/04/2016,Hunter River,F,20.2,202,22.7,110.23,1481,0,2,w,NA,0,4,0,1,NA,NSW,,
28/04/2016,Hunter River,F,16.1,161,17.9,54.56,1482,0,2,w,NA,0,4,0,1,NA,NSW,,
28/04/2016,Hunter River,U,17.6,176,19.4,68.36,1483,0,2,w,NA,0,4,0,1,NA,NSW,,
28/04/2016,Hunter River,F,20.4,204,22.6,109.38,1484,0,2,w,NA,0,4,0,1,NA,NSW,,
24/05/2015,Sydney Harbour,F,19.5,195,21.2,95.6,98,0,2,w,NA,0,5,0,1,NA,NSW,,
24/05/2015,Sydney Harbour,F,17.1,171,18.8,56.8,99,0,2,w,NA,0,5,0,1,NA,NSW,,
8/05/2015,Port Stephens,U,17.4,174,19,66.3,179,0,2,w,NA,0,5,0,1,NA,NSW,,
8/05/2015,Port Stephens,F,21.8,218,24.2,131.6,180,0,2,w,NA,0,5,0,1,NA,NSW,,
8/05/2015,Port Stephens,F,19.2,192,21.3,90.3,182,0,2,w,NA,0,5,0,1,NA,NSW,,
8/05/2015,Port Stephens,F,19.8,198,22.2,107.3,183,0,2,w,NA,0,5,0,1,NA,NSW,,
8/05/2015,Port Stephens,F,21.8,218,24.4,134.8,185,0,2,w,NA,0,5,0,1,NA,NSW,,
8/05/2015,Port Stephens,F,20.2,202,22.5,106.2,186,0,2,w,NA,0,5,0,1,NA,NSW,,
8/05/2015,Port Stephens,F,19.9,199,22.4,104.7,187,0,2,w,NA,0,5,0,1,NA,NSW,,
8/05/2015,Port Stephens,F,20.7,207,23.2,124.3,188,0,3,w,NA,0,5,0,1,NA,NSW,,
8/05/2015,Port Stephens,F,20.9,209,23.5,128.2,189,0,2,w,NA,0,5,0,1,NA,NSW,,
7/05/2015,Wallis Lake,M,19.1,191,20.8,95.1,199,0,2,w,NA,0,5,0,1,NA,NSW,,
9/05/2015,Lake Macquarie,M,21.3,213,23.2,120,378,0,2,w,NA,0,5,0,1,NA,NSW,,
30/06/2016,Zone 9,F,25.8,258,28.9,239.2,1746,0,3,w,NA,0,6,0,1,NA,NSW,,
6/06/2017,Botany Bay,F,24.5,245,27,192,1779,0,3,w,NA,0,6,0,1,NA,NSW,,
6/06/2017,Botany Bay,F,25.8,258,28.5,232,1783,0,3,w,NA,0,6,0,1,NA,NSW,,
1/07/2017,Zone 1,M,32.5,325,36.3,NA,1863,0,3,m,NA,0,7,0,1,NA,NSW,,
14/08/2014,Zone 6 Ocean,F,31.2,312,34.5,378.5,149,0,3,o,0,1,8,0,1,NA,NSW,,
19/10/2015,Clarence River,U,3.9,39,4.2,0.7,469,0,,,NA,0,10,0.087671233,0,1.052054796,NSW,,
19/10/2015,Clarence River,U,4.6,46,5,NA,621,0,2,n,NA,0,10,0.117808219,0,1.413698628,NSW,,
20/01/2015,Sydney Harbour,U,6.3,63,6.8,2.7,381,0,2,n,NA,0,1,0.134246575,1,1.6109589,NSW,,
15/04/2015,Clarence River,U,7,70,7.5,4.13,192,0,2,m,NA,0,4,0.136986301,1,1.643835612,NSW,,
9/03/2015,Sydney Harbour,U,7.8,78,8.5,4.834,293,0,2,m,NA,0,3,0.142465753,1,1.709589036,NSW,,
15/10/2015,Jervis Bay,U,6.9,69,NA,NA,543,0,2,n,NA,0,10,0.147945205,0,1.77534246,NSW,,
15/10/2015,Jervis Bay,U,5.4,54,NA,NA,546,0,2,n,NA,0,10,0.150684932,0,1.808219184,NSW,,
9/03/2015,Sydney Harbour,U,8.8,88,9.5,7.253,298,0,2,w,NA,0,3,0.153424658,1,1.841095896,NSW,,
9/03/2015,Sydney Harbour,U,8.4,84,9.1,6.4094,292,0,2,m,NA,0,3,0.161643836,1,1.939726032,NSW,,
15/04/2015,Clarence River,U,7.6,76,8.3,5.65,190,0,2,m,NA,0,4,0.161643836,1,1.939726032,NSW,,
15/10/2015,Jervis Bay,U,5.7,57,6.1,2.4,545,0,2,n,NA,0,10,0.169863014,0,2.038356168,NSW,,
15/10/2015,Jervis Bay,U,4.5,45,NA,NA,548,0,2,n,NA,0,10,0.169863014,0,2.038356168,NSW,,
19/10/2015,Clarence River,U,5.8,58,6.1,2.1,466,0,2,m,NA,0,10,0.175342466,0,2.104109592,NSW,,
9/03/2015,Sydney Harbour,U,8.9,89,9.7,7.3532,294,0,2,m,NA,0,3,0.175342466,1,2.104109592,NSW,,
15/04/2015,Clarence River,U,7.6,76,8.2,5.28,191,0,2,m,NA,0,4,0.175342466,1,2.104109592,NSW,,
19/10/2015,Clarence River,U,6.5,65,6.9,3.6,611,0,2,m,NA,0,10,0.18630137,0,2.23561644,NSW,,
9/03/2015,Sydney Harbour,U,8.5,85,9.1,6.801,297,0,3,w,NA,0,3,0.189041096,1,2.268493152,NSW,,
15/04/2015,Clarence River,U,9.3,93,9.9,9.54,193,0,2,m,NA,0,4,0.205479452,1,2.465753424,NSW,,
8/01/2016,Sydney Harbour,U,8.4,84,9.1,6.9,744,0,2,m,NA,0,1,0.208219178,1,2.498630136,NSW,,
19/10/2015,Clarence River,U,8.3,83,8.9,7.6,630,0,2,m,NA,0,10,0.216438356,0,2.597260272,NSW,,
19/10/2015,Clarence River,U,8.1,81,8.7,6.5,458,0,2,m,NA,0,10,0.22739726,0,2.72876712,NSW,,
19/10/2015,Clarence River,U,6.8,68,7.4,3.6,450,0,2,m,NA,0,10,0.232876712,0,2.794520544,NSW,,
19/10/2015,Clarence River,U,9.4,94,10.1,12.2,629,0,2,m,NA,0,10,0.232876712,0,2.794520544,NSW,,
15/04/2015,Clarence River,U,10.7,107,11.5,15.98,198,0,2,m,NA,0,4,0.235616438,1,2.827397256,NSW,,
15/04/2015,Clarence River,U,10.6,106,11.6,15.31,196,0,2,m,NA,0,4,0.24109589,1,2.89315068,NSW,,
19/10/2015,Clarence River,U,7.7,77,8.2,6.2,459,0,2,m,NA,0,10,0.249315068,0,2.991780816,NSW,,
19/10/2015,Clarence River,U,11.9,119,13,14.8,613,0,2,n,NA,0,10,0.260273973,0,3.123287676,NSW,,
15/04/2015,Clarence River,U,10.1,101,11,14.28,194,0,2,m,NA,0,4,0.260273973,1,3.123287676,NSW,,
24/05/2015,Sydney Harbour,U,11.7,117,12.8,20.5,92,0,2,w,NA,0,5,0.284931507,1,3.419178084,NSW,,
19/10/2015,Clarence River,U,8.2,82,8.6,7.8,625,0,2,m,NA,0,10,0.287671233,0,3.452054796,NSW,,
8/01/2016,Port Hacking,U,10.9,109,11.7,15.3,587,0,2,w,NA,0,1,0.287671233,1,3.452054796,NSW,,
30/01/2015,Sydney Harbour,U,12.8,128,14,25.4,30,0,2,w,NA,0,1,0.315068493,1,3.780821916,NSW,,
24/05/2015,Sydney Harbour,U,12.6,126,13.8,23.5,91,0,2,w,NA,0,5,0.320547945,1,3.84657534,NSW,,
9/03/2015,Sydney Harbour,U,12.3,123,13.4,24.23,299,0,2,w,NA,0,3,0.323287671,1,3.879452052,NSW,,
8/01/2016,Sydney Harbour,U,9.7,97,10.5,11,745,0,2,m,NA,0,1,0.326027397,1,3.912328764,NSW,,
24/05/2015,Sydney Harbour,U,14.5,145,16,38.7,97,0,2,w,NA,0,5,0.328767123,1,3.945205476,NSW,,
10/03/2015,Clarence River,F,16.8,168,18.6,69.1,416,0,2,w,NA,0,3,0.342465753,1,4.109589036,NSW,,
24/05/2015,Sydney Harbour,F,14.2,142,15.5,36.1,90,0,2,w,NA,0,5,0.347945205,1,4.17534246,NSW,,
30/01/2015,Sydney Harbour,U,13.6,136,15,29.6,35,0,2,w,NA,0,1,0.350684932,1,4.208219184,NSW,,
30/01/2015,Sydney Harbour,U,15.6,156,17.4,51.3,33,0,2,w,NA,0,1,0.361643836,1,4.339726032,NSW,,
30/01/2015,Sydney Harbour,U,15,150,16.2,46.7,36,0,2,w,NA,0,1,0.361643836,1,4.339726032,NSW,,
24/05/2015,Sydney Harbour,U,13.6,136,15.2,35.2,93,0,2,w,NA,0,5,0.367123288,1,4.405479456,NSW,,
24/05/2015,Sydney Harbour,U,13.7,137,15.1,31.7,96,0,2,w,NA,0,5,0.367123288,1,4.405479456,NSW,,
30/01/2015,Sydney Harbour,U,17,170,18.7,60.9,37,0,2,w,NA,0,1,0.383561644,1,4.602739728,NSW,,
19/10/2015,Clarence River,U,12.3,123,13.6,25.6,455,0,,,NA,0,10,0.38630137,0,4.63561644,NSW,,
10/03/2015,Clarence River,U,13.5,135,14.5,34.21,411,0,2,w,NA,0,3,0.389041096,1,4.668493152,NSW,,
30/01/2015,Sydney Harbour,U,14,140,15.3,35.5,32,0,2,w,NA,0,1,0.394520548,1,4.734246576,NSW,,
30/01/2015,Sydney Harbour,U,15.9,159,17,49.1,34,0,2,w,NA,0,1,0.397260274,1,4.767123288,NSW,,
19/10/2015,Clarence River,U,13.9,139,15.4,36.1,460,0,,,NA,0,10,0.405479452,0,4.865753424,NSW,,
10/03/2015,Clarence River,F,16.4,164,18.1,64.41,412,0,2,w,NA,0,3,0.416438356,1,4.997260272,NSW,,
30/01/2015,Sydney Harbour,U,16.8,168,18.6,58.6,38,0,2,w,NA,0,1,0.44109589,1,5.29315068,NSW,,
19/10/2015,Clarence River,U,13.7,137,15.1,NA,452,0,,,NA,0,10,0.443835616,0,5.326027392,NSW,,
24/05/2015,Sydney Harbour,U,17,170,18.9,64.2,95,0,2,w,NA,0,5,0.452054795,1,5.42465754,NSW,,
24/05/2015,Sydney Harbour,U,18.3,183,19.9,78.3,101,0,2,w,NA,0,5,0.454794521,1,5.457534252,NSW,,
24/05/2015,Sydney Harbour,U,17.4,174,19.2,68.3,100,0,2,w,NA,0,5,0.465753425,1,5.5890411,NSW,,
5/11/2015,Sydney Harbour,F,17.9,179,20,70.7,448,0,,,NA,0,11,0.471232877,0,5.654794524,NSW,,
30/01/2015,Sydney Harbour,U,15.9,159,17.5,52.5,31,0,2,w,NA,0,1,0.479452055,1,5.75342466,NSW,,
24/05/2015,Sydney Harbour,U,16.2,162,18.2,51.7,94,0,2,w,NA,0,5,0.484931507,1,5.819178084,NSW,,
4/26/2015,"Hawkesbury, Pittwater",U,17.6,176,19.3,69.5,113,0,3,w,NA,0,4,0.506849315,1,6.08219178,NSW,,
10/03/2015,Clarence River,F,19.3,193,21.5,104.2,413,0,2,w,NA,0,3,0.515068493,1,6.180821916,NSW,,
5/11/2015,Sydney Harbour,U,18,180,19.7,71.9,447,0,,,NA,0,11,0.561643836,0,6.739726032,NSW,,
5/11/2015,Sydney Harbour,F,18.7,187,20.7,82.1,445,0,,,NA,0,11,0.564383562,0,6.772602744,NSW,,
5/11/2015,Sydney Harbour,F,18.6,186,20.9,72.1,446,0,,,NA,0,11,0.646575342,0,7.758904104,NSW,,
2/09/2014,Sydney Coastal,M,29.2,292,31.9,305,3,1,2,m,0.093352282,1,9,1,1,12,NSW,,
2/09/2014,Sydney Coastal,M,26.9,269,29.8,241,5,0,3,w,0.464600082,0,9,1,1,12,NSW,,
2/09/2014,Sydney Coastal,M,27.4,274,30.5,238,6,1,3,m,0.159663348,1,9,1,1,12,NSW,,
2/09/2014,Sydney Coastal,F,29.4,294,33.2,315,7,1,2,m,0.293192021,1,9,1,1,12,NSW,,
2/09/2014,Sydney Coastal,F,30.3,303,33.9,358,8,1,2,m,0.167183658,1,9,1,1,12,NSW,,
2/09/2014,Sydney Coastal,M,27.1,271,30.2,264,9,1,2,m,0.186028324,1,9,1,1,12,NSW,,
2/09/2014,Sydney Coastal,F,32.4,324,36,469,10,1,2,m,0.231971414,1,9,1,1,12,NSW,,
3/09/2015,WALLIS LAKE,F,29.5,295,32,347.4,13,1,2,m,0.261369151,1,9,1,1,12,NSW,,
3/09/2015,WALLIS LAKE,F,27.5,275,30.5,294.8,14,1,2,n,0.153835633,1,9,1,1,12,NSW,,
3/09/2015,WALLIS LAKE,F,27.2,272,29.1,276.1,16,1,3,n,0.165787534,1,9,1,1,12,NSW,,
3/09/2015,WALLIS LAKE,F,28.6,286,31.1,308.1,17,1,3,m,0.090978602,1,9,1,1,12,NSW,,
3/09/2015,WALLIS LAKE,F,28.7,287,31.5,326.2,18,0,3,o,0,1,9,1,1,12,NSW,,
3/09/2015,WALLIS LAKE,F,29.7,297,32.8,364,19,1,3,n,0.139869712,1,9,1,1,12,NSW,,
17/09/2015,Zone 8 South Coast,M,35.5,355,39.3,623.1,423,1,3,m,0.075845158,1,9,1,1,12,NSW,,
17/09/2015,Zone 8 South Coast,F,33.4,334,36.8,494.66,425,1,2,m,0.184816277,1,9,1,1,12,NSW,,
23/09/2016,Zone 1,F,34,340,38,NA,1598,1,3,m,0.154352454,1,9,1,1,12,NSW,,
1/09/2017,Zone 1,M,27.3,273,30.6,NA,1668,1,3,n,0.056252546,1,9,1,1,12,NSW,,
1/09/2017,Zone 1,M,30.1,301,34.1,NA,1671,1,2,m,0.079475889,1,9,1,1,12,NSW,,
19/10/2015,Clarence River,U,13.7,137,15.1,NA,452,0,2,w,NA,0,10,1,1,13,NSW,,
19/10/2015,Clarence River,U,12.3,123,13.6,25.6,455,0,2,w,NA,0,10,1,1,13,NSW,,
19/10/2015,Clarence River,U,13.9,139,15.4,36.1,460,0,2,w,NA,0,10,1,1,13,NSW,,
15/10/2015,Jervis Bay,F,23.2,232,25.5,164.9,570,0,3,o,0,1,10,1,1,13,NSW,,
19/10/2015,Clarence River,U,11.9,119,13,14.8,613,0,2,w,NA,0,10,1,1,13,NSW,,
7/10/2016,Port Stephens,F,28.83668616,,32,NA,1310,0,3,w,NA,0,10,1,1,13,NSW,,
6/11/2014,Lake Illawarra,F,32.8,328,36.5,421.8,123,1,2,m,0.144262715,1,11,1,1,14,NSW,,
10/11/2015,Sydney Harbour,M,30.4,304,33.8,345.9,442,1,3,n,0.062482346,1,11,1,1,14,NSW,,
5/11/2015,Sydney Harbour,U,19.9,199,22.3,105.7,444,1,2,n,0.138393197,1,11,1,1,14,NSW,,
5/11/2015,Sydney Harbour,F,18.7,187,20.7,82.1,445,1,2,n,0.143232935,1,11,1,1,14,NSW,,
5/11/2015,Sydney Harbour,F,18.6,186,20.9,72.1,446,0,3,w,NA,0,11,1,1,14,NSW,,
5/11/2015,Sydney Harbour,U,18,180,19.7,71.9,447,1,2,n,0.064699941,1,11,1,1,14,NSW,,
5/11/2015,Sydney Harbour,F,17.9,179,20,70.7,448,0,3,o,0,1,11,1,1,14,NSW,,
20/11/2016,Zone 5,F,28.2,282,31.1,NA,1515,0,2,o,0,1,11,1,1,14,NSW,,
17/12/2015,,F,26.6,266,29.8,250.1,572,1,2,n,0.063853126,1,12,1,1,15,NSW,,
17/12/2015,,M,26.2,262,29.1,232.4,573,1,2,n,0.074103669,1,12,1,1,15,NSW,,
17/12/2015,,F,27.2,272,30.2,277.8,574,1,2,n,0.062319684,1,12,1,1,15,NSW,,
17/12/2015,,F,27.9,279,30.9,292.4,576,1,2,n,0.119417593,1,12,1,1,15,NSW,,
17/12/2015,,F,27.3,273,30.3,262.1,577,1,2,n,0.098406823,1,12,1,1,15,NSW,,
17/12/2015,,M,28.2,282,31.2,296.4,578,1,2,n,0.097686062,1,12,1,1,15,NSW,,
17/12/2015,,F,26.4,264,29.6,266.1,579,1,2,n,0.117364117,1,12,1,1,15,NSW,,
17/12/2015,,F,26,260,28.8,221.2,580,1,2,n,0.06122615,1,12,1,1,15,NSW,,
22/12/2015,Port Hacking,U,26.4,264,29.1,NA,590,1,2,m,0.166197509,1,12,1,1,15,NSW,,
22/12/2015,Port Hacking,M,28.3,283,31.3,NA,591,0,3,o,0,1,12,1,1,15,NSW,,
22/12/2015,Port Hacking,F,29,290,32.2,NA,592,1,2,n,0.087992275,1,12,1,1,15,NSW,,
22/12/2015,Port Hacking,U,31.3,313,34.8,NA,593,1,2,n,0.046485349,1,12,1,1,15,NSW,,
10/12/2015,Sydney Harbour,U,23.2,232,NA,144.8,594,1,2,m,0.124338218,1,12,1,1,15,NSW,,
10/12/2015,Sydney Harbour,U,21.6,216,NA,136.5,595,1,2,m,0.196548387,1,12,1,1,15,NSW,,
15/12/2015,Jervis Bay,F,23.2,232,26,153,598,1,2,n,0.139742101,1,12,1,1,15,NSW,,
15/12/2015,Jervis Bay,M,25.1,251,28,216.5,599,1,2,n,0.100917304,1,12,1,1,15,NSW,,
15/12/2015,Jervis Bay,F,27.4,274,30.6,285.9,600,1,2,n,0.054243447,1,12,1,1,15,NSW,,
8/12/2016,Zone 9,F,27,270,30,251.9,1454,1,3,n,0.06324615,1,12,1,1,15,NSW,,
15/01/2015,Zone 7 Ocean,M,26.9,269,29.9,269.7,163,1,3,n,0.085343358,1,1,1,2,16,NSW,,
15/01/2015,Zone 7 Ocean,F,32,320,35.5,450.4,166,1,2,n,0.069161313,1,1,1,2,16,NSW,,
15/01/2015,Zone 7 Ocean,F,29.9,299,32,369.7,167,1,2,n,0.083448784,1,1,1,2,16,NSW,,
18/01/2016,Port Hacking,F,32.2,322,35.7,NA,647,1,2,n,0.042519792,1,1,1,2,16,NSW,,
30/01/2016,Port Hacking,F,23,230,25.5,181,746,1,2,m,0.126899374,1,1,1,2,16,NSW,,
11/01/2015,Hawkesbury River,F,38,380,42.3,NA,1307,1,2,w,0.225127702,1,1,1,2,16,NSW,,
10/01/2016,Zone 1,F,31.6,316,36.4,NA,1624,1,2,w,0.188989764,1,1,1,2,16,NSW,,
10/01/2016,Zone 1,F,31,310,35.1,NA,1625,1,2,w,0.205650639,1,1,1,2,16,NSW,,
10/01/2016,Zone 1,F,33.8,338,38.2,NA,1626,1,3,w,0.183698732,1,1,1,2,16,NSW,,
10/01/2016,Zone 1,F,29.8,298,34,NA,1627,1,3,w,0.190713811,1,1,1,2,16,NSW,,
10/01/2016,Zone 1,M,30.8,308,34.7,NA,1630,1,2,w,0.327777389,1,1,1,2,16,NSW,,
10/01/2016,Zone 1,M,30.2,302,34.2,NA,1631,1,2,w,0.244382779,1,1,1,2,16,NSW,,
10/01/2016,Zone 1,F,32.3,323,36.7,NA,1632,1,3,w,0.202116263,1,1,1,2,16,NSW,,
24/01/2017,Zone 1,F,32.2,322,36,NA,1684,1,3,n,0.082296793,1,1,1,2,16,NSW,,
24/01/2017,Zone 1,F,33.3,333,37.4,NA,1686,1,2,w,0.174987952,1,1,1,2,16,NSW,,
24/01/2017,Zone 1,F,27.8,278,31.4,NA,1689,1,3,m,0.109378421,1,1,1,2,16,NSW,,
24/01/2017,Zone 1,F,31.3,313,35.1,NA,1691,1,2,m,0.205744761,1,1,1,2,16,NSW,,
24/01/2017,Zone 1,F,32.1,321,35.8,NA,1694,1,2,w,0.143466217,1,1,1,2,16,NSW,,
24/01/2017,Zone 1,M,31.4,314,35.3,NA,1695,1,3,w,0.377375246,1,1,1,2,16,NSW,,
24/01/2017,Zone 1,F,31.4,314,35.3,NA,1696,1,2,m,0.141883455,1,1,1,2,16,NSW,,
24/01/2017,Zone 1,M,27.2,272,30.5,NA,1698,1,2,n,0.076568175,1,1,1,2,16,NSW,,
24/01/2017,Zone 1,F,29.5,295,33.2,NA,1699,1,3,n,0.05199555,1,1,1,2,16,NSW,,
10/02/2015,Port Stephens,F,31.8,318,35,394.9,50,1,2,m,0.153057662,1,2,1,2,17,NSW,,
10/02/2015,Port Stephens,F,34.3,343,38.3,596.2,52,1,2,m,0.129883503,1,2,1,2,17,NSW,,
10/02/2015,Port Stephens,F,33.1,331,37,537.7,53,1,3,m,0.120254044,1,2,1,2,17,NSW,,
10/02/2015,Port Stephens,F,32.1,321,36.1,490.2,54,1,2,m,0.122917578,1,2,1,2,17,NSW,,
10/02/2015,Port Stephens,M,33.8,338,37.8,497.2,55,1,2,m,0.134742538,1,2,1,2,17,NSW,,
10/02/2015,Port Stephens,M,32.8,328,36.7,467.5,56,1,3,n,0.089921015,1,2,1,2,17,NSW,,
10/02/2015,Port Stephens,M,33.9,339,37.8,515.2,58,1,2,m,0.107026925,1,2,1,2,17,NSW,,
10/02/2015,Port Stephens,F,32.6,326,36.1,440.4,59,1,2,m,0.110681932,1,2,1,2,17,NSW,,
4/02/2016,Zone 6,M,27.2,272,30.7,270.5,636,1,2,w,0.170871405,1,2,1,2,17,NSW,,
4/02/2016,Zone 6,F,27.7,277,30.6,291.1,637,1,2,m,0.121082119,1,2,1,2,17,NSW,,
4/02/2016,Zone 6,M,27.3,273,30.2,292,638,1,2,w,0.219981792,1,2,1,2,17,NSW,,
4/02/2016,Zone 6,M,27.2,272,30,267.7,639,1,2,w,0.239054625,1,2,1,2,17,NSW,,
4/02/2016,Zone 6,M,28.2,282,31.3,331.8,640,1,2,w,0.306733426,1,2,1,2,17,NSW,,
4/02/2016,Zone 6,M,28.6,286,31.6,313.9,641,1,2,w,0.168850322,1,2,1,2,17,NSW,,
4/02/2016,Zone 6,M,27.1,271,30.3,312.1,642,1,2,w,0.147986168,1,2,1,2,17,NSW,,
4/02/2016,Zone 6,F,31.4,314,34.6,475.9,643,1,3,m,0.137127695,1,2,1,2,17,NSW,,
4/02/2016,Zone 6,M,26.3,263,29.1,274.6,645,1,2,m,0.13827259,1,2,1,2,17,NSW,,
18/02/2016,Sydney Harbour,F,28.8,288,32,320.2,646,1,2,m,0.117425462,1,2,1,2,17,NSW,,
25/02/2016,Sydney Harbour,M,31,310,33.9,364,665,1,2,w,0.193883302,1,2,1,2,17,NSW,,
15/02/2016,Clyde River,F,24.3,243,26.9,188.9,726,1,2,m,0.229653194,1,2,1,2,17,NSW,,
15/02/2016,Clyde River,U,17.6,176,19.2,72.6,732,1,2,n,0.171066159,1,2,1,2,17,NSW,,
15/02/2016,Clyde River,M,22.2,222,25,159.6,734,1,3,m,0.34363674,1,2,1,2,17,NSW,,
15/02/2016,Clyde River,M,20,200,22.1,117.1,738,1,3,n,0.067791891,1,2,1,2,17,NSW,,
15/02/2016,Clyde River,F,22.6,226,25,150.7,741,1,2,m,0.225992933,1,2,1,2,17,NSW,,
15/02/2016,Clyde River,F,23.7,237,26.4,179.2,743,1,2,m,0.300968945,1,2,1,2,17,NSW,,
23/02/2016,Hunter River,M,33.4,334,36.4,530.2,953,1,2,w,0.22896714,1,2,1,2,17,NSW,,
23/02/2016,Hunter River,M,32,320,36,500.1,954,1,2,w,0.183537273,1,2,1,2,17,NSW,,
25/02/2016,Hunter River,M,29.7,297,33.4,395.1,1038,1,2,w,0.352068938,1,2,1,2,17,NSW,,
7/02/2016,,,36.2,362,40.3,NA,1295,1,2,w,0.206524083,1,2,1,2,17,NSW,,
7/02/2016,,,32.4,324,35.6,NA,1296,1,3,w,0.146674032,1,2,1,2,17,NSW,,
7/02/2016,,,36.2,362,40.5,NA,1297,1,2,w,0.168203376,1,2,1,2,17,NSW,,
7/02/2016,,,33.5,335,37.5,NA,1300,1,2,w,0.166254292,1,2,1,2,17,NSW,,
7/02/2016,,,33.6,336,37.6,NA,1301,1,2,w,0.272368444,1,2,1,2,17,NSW,,
7/02/2016,,,37.2,372,40.8,NA,1305,1,2,w,0.188264487,1,2,1,2,17,NSW,,
8/02/2016,Zone 1,M,31.4,314,35.2,NA,1602,1,2,w,0.235881976,1,2,1,2,17,NSW,,
8/02/2016,Zone 1,F,29.4,294,33.1,NA,1603,1,2,w,0.218331669,1,2,1,2,17,NSW,,
8/02/2016,Zone 1,F,35.8,358,40.4,NA,1606,1,2,w,0.146072282,1,2,1,2,17,NSW,,
8/02/2016,Zone 1,F,37.2,372,42.5,NA,1617,1,3,w,0.229003452,1,2,1,2,17,NSW,,
8/02/2016,Zone 1,M,33.4,334,37.8,NA,1619,1,2,w,0.181053589,1,2,1,2,17,NSW,,
8/02/2016,Zone 1,M,34.6,346,39.4,NA,1620,1,2,w,0.193064642,1,2,1,2,17,NSW,,
8/02/2016,Zone 1,M,35.2,352,40.2,NA,1621,1,3,w,0.214308845,1,2,1,2,17,NSW,,
24/03/2015,Botany Bay,U,13.4,134,14.6,28.5,67,1,3,n,0.136590226,1,3,1,2,18,NSW,,
3/03/2015,Zone 5,F,29.3,293,32.8,339.3,70,1,2,m,0.132611297,1,3,1,2,18,NSW,,
3/03/2015,Zone 5,F,30.3,303,33.2,374.6,71,1,2,m,0.135046462,1,3,1,2,18,NSW,,
3/03/2015,Zone 5,M,33.8,338,37.5,530,72,1,NA,w,0.355858673,1,3,1,2,18,NSW,,
3/03/2015,Zone 5,M,31.2,312,34.9,402.9,73,1,2,m,0.129119763,1,3,1,2,18,NSW,,
3/03/2015,Zone 5,F,32.3,323,36.1,478.3,79,1,3,m,0.178936169,1,3,1,2,18,NSW,,
21/03/2015,Shoalhaven River,U,19,190,21,80.71,375,1,3,n,0.114846786,1,3,1,2,18,NSW,,
3/03/2016,South Coast,F,38.1,381,42.3,765.8,687,1,2,w,0.318505406,1,3,1,2,18,NSW,,
3/03/2016,South Coast,F,41.8,418,46,1087.6,688,1,2,w,0.244888694,1,3,1,2,18,NSW,,
7/03/2016,Sydney Harbour,F,24.6,246,27.2,183.8,709,1,3,w,0.290658252,1,3,1,2,18,NSW,,
14/03/2016,Sydney Harbour,M,22.7,227,25,156.1,776,1,2,m,0.404576545,1,3,1,2,18,NSW,,
14/03/2016,Sydney Harbour,M,23.7,237,26.1,191.2,777,1,2,m,0.679567794,1,3,1,2,18,NSW,,
21/03/2016,Central Coast,F,29.8,298,32.7,NA,823,1,2,m,0.215796246,1,3,1,2,18,NSW,,
21/03/2016,Central Coast,F,28.6,286,32,NA,824,1,3,w,0.423979109,1,3,1,2,18,NSW,,
21/03/2016,Central Coast,F,31,310,34.3,NA,826,1,2,n,0.118070318,1,3,1,2,18,NSW,,
21/03/2016,Central Coast,F,30,300,33.4,NA,828,1,2,m,0.177715306,1,3,1,2,18,NSW,,
21/03/2016,Central Coast,F,32.6,326,36.1,NA,829,1,2,m,0.13413075,1,3,1,2,18,NSW,,
21/03/2016,Central Coast,F,35.1,351,39.1,NA,832,1,2,m,0.116791406,1,3,1,2,18,NSW,,
21/03/2016,Central Coast,F,32,320,35,NA,833,1,2,n,0.15204491,1,3,1,2,18,NSW,,
21/03/2016,Central Coast,M,32.8,328,37,NA,834,1,2,m,0.165750741,1,3,1,2,18,NSW,,
22/03/2016,Central Coast,F,29.2,292,32.5,NA,837,1,2,w,0.174402031,1,3,1,2,18,NSW,,
22/03/2016,Central Coast,F,32.7,327,35.9,NA,838,1,2,m,0.174900258,1,3,1,2,18,NSW,,
22/03/2016,Central Coast,F,31.1,311,34.5,NA,839,1,2,w,0.182017861,1,3,1,2,18,NSW,,
22/03/2016,Central Coast,F,33.7,337,37.1,NA,841,1,2,m,0.178328448,1,3,1,2,18,NSW,,
22/03/2016,Central Coast,F,31.3,313,34.8,NA,842,1,2,w,0.28997172,1,3,1,2,18,NSW,,
22/03/2016,Central Coast,F,31.8,318,35.1,NA,843,1,2,w,0.229271612,1,3,1,2,18,NSW,,
22/03/2016,Central Coast,M,27.5,275,30.7,NA,845,1,2,w,0.200367735,1,3,1,2,18,NSW,,
22/03/2016,Central Coast,F,29.4,294,32.5,NA,846,1,2,m,0.122684193,1,3,1,2,18,NSW,,
22/03/2016,Central Coast,F,31.8,318,34.9,NA,847,1,2,m,0.113786856,1,3,1,2,18,NSW,,
22/03/2016,Central Coast,F,33,330,36.6,NA,848,1,2,m,0.160289179,1,3,1,2,18,NSW,,
22/03/2016,Central Coast,F,33.5,335,36.9,NA,849,1,2,m,0.136459715,1,3,1,2,18,NSW,,
